資料年月	縣市別	鄉鎮市區	郵寄區號	性別	年齡級距	人數
10712	彰化縣	員林市	510	女	40歲-44歲	4835
10712	彰化縣	員林市	510	女	45歲-49歲	4287
10712	彰化縣	員林市	510	女	50歲-54歲	4295
10712	彰化縣	員林市	510	女	55歲-59歲	4598
10712	彰化縣	員林市	510	女	60歲-64歲	4321
10712	彰化縣	員林市	510	女	65歲-69歲	3744
10712	彰化縣	員林市	510	女	70歲-74歲	2204
10712	彰化縣	員林市	510	女	75歲-79歲	1801
10712	彰化縣	員林市	510	女	80歲以上	2667
10712	彰化縣	埔心鄉	513	男	0歲-4歲	591
10712	彰化縣	埔心鄉	513	男	5歲-9歲	619
10712	彰化縣	埔心鄉	513	男	10歲-14歲	601
10712	彰化縣	埔心鄉	513	男	15歲-19歲	972
10712	彰化縣	埔心鄉	513	男	20歲-24歲	1204
10712	彰化縣	埔心鄉	513	男	25歲-29歲	1359
10712	彰化縣	埔心鄉	513	男	30歲-34歲	1269
10712	彰化縣	埔心鄉	513	男	35歲-39歲	1589
10712	彰化縣	埔心鄉	513	男	40歲-44歲	1565
10712	彰化縣	埔心鄉	513	男	45歲-49歲	1290
10712	彰化縣	埔心鄉	513	男	50歲-54歲	1281
10712	彰化縣	埔心鄉	513	男	55歲-59歲	1370
10712	彰化縣	埔心鄉	513	男	60歲-64歲	1297
10712	彰化縣	埔心鄉	513	男	65歲-69歲	918
10712	彰化縣	埔心鄉	513	男	70歲-74歲	518
10712	彰化縣	埔心鄉	513	男	75歲-79歲	477
10712	彰化縣	埔心鄉	513	男	80歲以上	597
10712	彰化縣	埔心鄉	513	女	0歲-4歲	570
10712	彰化縣	埔心鄉	513	女	5歲-9歲	580
10712	彰化縣	埔心鄉	513	女	10歲-14歲	545
10712	彰化縣	埔心鄉	513	女	15歲-19歲	879
10712	彰化縣	埔心鄉	513	女	20歲-24歲	1078
10712	彰化縣	埔心鄉	513	女	25歲-29歲	1249
10712	彰化縣	埔心鄉	513	女	30歲-34歲	1173
10712	彰化縣	埔心鄉	513	女	35歲-39歲	1481
10712	彰化縣	埔心鄉	513	女	40歲-44歲	1472
10712	彰化縣	埔心鄉	513	女	45歲-49歲	1094
10712	彰化縣	埔心鄉	513	女	50歲-54歲	1121
10712	彰化縣	埔心鄉	513	女	55歲-59歲	1323
10712	彰化縣	埔心鄉	513	女	60歲-64歲	1119
10712	彰化縣	埔心鄉	513	女	65歲-69歲	938
10712	彰化縣	埔心鄉	513	女	70歲-74歲	580
10712	彰化縣	埔心鄉	513	女	75歲-79歲	459
10712	彰化縣	埔心鄉	513	女	80歲以上	882
10712	彰化縣	埔鹽鄉	516	男	0歲-4歲	586
10712	彰化縣	埔鹽鄉	516	男	5歲-9歲	561
10712	彰化縣	埔鹽鄉	516	男	10歲-14歲	495
10712	彰化縣	埔鹽鄉	516	男	15歲-19歲	923
10712	彰化縣	埔鹽鄉	516	男	20歲-24歲	1140
10712	彰化縣	埔鹽鄉	516	男	25歲-29歲	1229
10712	彰化縣	埔鹽鄉	516	男	30歲-34歲	1283
10712	彰化縣	埔鹽鄉	516	男	35歲-39歲	1351
10712	彰化縣	埔鹽鄉	516	男	40歲-44歲	1318
10712	彰化縣	埔鹽鄉	516	男	45歲-49歲	1205
10712	彰化縣	埔鹽鄉	516	男	50歲-54歲	1318
10712	彰化縣	埔鹽鄉	516	男	55歲-59歲	1350
10712	彰化縣	埔鹽鄉	516	男	60歲-64歲	1166
10712	彰化縣	埔鹽鄉	516	男	65歲-69歲	892
10712	彰化縣	埔鹽鄉	516	男	70歲-74歲	573
10712	彰化縣	埔鹽鄉	516	男	75歲-79歲	553
10712	彰化縣	埔鹽鄉	516	男	80歲以上	823
10712	彰化縣	埔鹽鄉	516	女	0歲-4歲	490
10712	彰化縣	埔鹽鄉	516	女	5歲-9歲	475
10712	彰化縣	埔鹽鄉	516	女	10歲-14歲	463
10712	彰化縣	埔鹽鄉	516	女	15歲-19歲	777
10712	彰化縣	埔鹽鄉	516	女	20歲-24歲	1096
10712	彰化縣	埔鹽鄉	516	女	25歲-29歲	1088
10712	彰化縣	埔鹽鄉	516	女	30歲-34歲	1104
10712	彰化縣	埔鹽鄉	516	女	35歲-39歲	1218
10712	彰化縣	埔鹽鄉	516	女	40歲-44歲	1209
10712	彰化縣	埔鹽鄉	516	女	45歲-49歲	981
10712	彰化縣	埔鹽鄉	516	女	50歲-54歲	1048
10712	彰化縣	埔鹽鄉	516	女	55歲-59歲	1134
10712	彰化縣	埔鹽鄉	516	女	60歲-64歲	906
10712	彰化縣	埔鹽鄉	516	女	65歲-69歲	795
10712	彰化縣	埔鹽鄉	516	女	70歲-74歲	588
10712	彰化縣	埔鹽鄉	516	女	75歲-79歲	616
10712	彰化縣	埔鹽鄉	516	女	80歲以上	1164
10712	彰化縣	埤頭鄉	523	男	0歲-4歲	541
10712	彰化縣	埤頭鄉	523	男	5歲-9歲	555
10712	彰化縣	埤頭鄉	523	男	10歲-14歲	659
10712	彰化縣	埤頭鄉	523	男	15歲-19歲	957
10712	彰化縣	埤頭鄉	523	男	20歲-24歲	1012
10712	彰化縣	埤頭鄉	523	男	25歲-29歲	1033
10712	彰化縣	埤頭鄉	523	男	30歲-34歲	1038
10712	彰化縣	埤頭鄉	523	男	35歲-39歲	1295
10712	彰化縣	埤頭鄉	523	男	40歲-44歲	1214
10712	彰化縣	埤頭鄉	523	男	45歲-49歲	1086
10712	彰化縣	埤頭鄉	523	男	50歲-54歲	1095
10712	彰化縣	埤頭鄉	523	男	55歲-59歲	1221
10712	彰化縣	埤頭鄉	523	男	60歲-64歲	1103
10712	彰化縣	埤頭鄉	523	男	65歲-69歲	887
10712	彰化縣	埤頭鄉	523	男	70歲-74歲	597
10712	彰化縣	埤頭鄉	523	男	75歲-79歲	503
10712	彰化縣	埤頭鄉	523	男	80歲以上	685
10712	彰化縣	埤頭鄉	523	女	0歲-4歲	554
10712	彰化縣	埤頭鄉	523	女	5歲-9歲	522
10712	彰化縣	埤頭鄉	523	女	10歲-14歲	555
10712	彰化縣	埤頭鄉	523	女	15歲-19歲	784
10712	彰化縣	埤頭鄉	523	女	20歲-24歲	970
10712	彰化縣	埤頭鄉	523	女	25歲-29歲	959
10712	彰化縣	埤頭鄉	523	女	30歲-34歲	987
10712	彰化縣	埤頭鄉	523	女	35歲-39歲	1162
10712	彰化縣	埤頭鄉	523	女	40歲-44歲	1116
10712	彰化縣	埤頭鄉	523	女	45歲-49歲	925
10712	彰化縣	埤頭鄉	523	女	50歲-54歲	916
10712	彰化縣	埤頭鄉	523	女	55歲-59歲	962
10712	彰化縣	埤頭鄉	523	女	60歲-64歲	961
10712	彰化縣	埤頭鄉	523	女	65歲-69歲	886
10712	彰化縣	埤頭鄉	523	女	70歲-74歲	559
10712	彰化縣	埤頭鄉	523	女	75歲-79歲	561
10712	彰化縣	埤頭鄉	523	女	80歲以上	1088
10712	彰化縣	大城鄉	527	男	0歲-4歲	211
10712	彰化縣	大城鄉	527	男	5歲-9歲	215
10712	彰化縣	大城鄉	527	男	10歲-14歲	279
10712	彰化縣	大城鄉	527	男	15歲-19歲	451
10712	彰化縣	大城鄉	527	男	20歲-24歲	472
10712	彰化縣	大城鄉	527	男	25歲-29歲	428
10712	彰化縣	大城鄉	527	男	30歲-34歲	388
10712	彰化縣	大城鄉	527	男	35歲-39歲	576
10712	彰化縣	大城鄉	527	男	40歲-44歲	826
10712	彰化縣	大城鄉	527	男	45歲-49歲	811
10712	彰化縣	大城鄉	527	男	50歲-54歲	867
10712	彰化縣	大城鄉	527	男	55歲-59歲	804
10712	彰化縣	大城鄉	527	男	60歲-64歲	591
10712	彰化縣	大城鄉	527	男	65歲-69歲	507
10712	彰化縣	大城鄉	527	男	70歲-74歲	423
10712	彰化縣	大城鄉	527	男	75歲-79歲	442
10712	彰化縣	大城鄉	527	男	80歲以上	564
10712	彰化縣	大城鄉	527	女	0歲-4歲	182
10712	彰化縣	大城鄉	527	女	5歲-9歲	190
10712	彰化縣	大城鄉	527	女	10歲-14歲	257
10712	彰化縣	大城鄉	527	女	15歲-19歲	410
10712	彰化縣	大城鄉	527	女	20歲-24歲	455
10712	彰化縣	大城鄉	527	女	25歲-29歲	348
10712	彰化縣	大城鄉	527	女	30歲-34歲	355
10712	彰化縣	大城鄉	527	女	35歲-39歲	569
10712	彰化縣	大城鄉	527	女	40歲-44歲	634
10712	彰化縣	大城鄉	527	女	45歲-49歲	541
10712	彰化縣	大城鄉	527	女	50歲-54歲	410
10712	彰化縣	大城鄉	527	女	55歲-59歲	426
10712	彰化縣	大城鄉	527	女	60歲-64歲	433
10712	彰化縣	大城鄉	527	女	65歲-69歲	492
10712	彰化縣	大城鄉	527	女	70歲-74歲	493
10712	彰化縣	大城鄉	527	女	75歲-79歲	505
10712	彰化縣	大城鄉	527	女	80歲以上	886
10712	彰化縣	大村鄉	515	男	0歲-4歲	767
10712	彰化縣	大村鄉	515	男	5歲-9歲	609
10712	彰化縣	大村鄉	515	男	10歲-14歲	614
10712	彰化縣	大村鄉	515	男	15歲-19歲	1062
10712	彰化縣	大村鄉	515	男	20歲-24歲	1340
10712	彰化縣	大村鄉	515	男	25歲-29歲	1489
10712	彰化縣	大村鄉	515	男	30歲-34歲	1461
10712	彰化縣	大村鄉	515	男	35歲-39歲	1705
10712	彰化縣	大村鄉	515	男	40歲-44歲	1486
10712	彰化縣	大村鄉	515	男	45歲-49歲	1311
10712	彰化縣	大村鄉	515	男	50歲-54歲	1447
10712	彰化縣	大村鄉	515	男	55歲-59歲	1583
10712	彰化縣	大村鄉	515	男	60歲-64歲	1257
10712	彰化縣	大村鄉	515	男	65歲-69歲	1005
10712	彰化縣	大村鄉	515	男	70歲-74歲	519
10712	彰化縣	大村鄉	515	男	75歲-79歲	449
10712	彰化縣	大村鄉	515	男	80歲以上	582
10712	彰化縣	大村鄉	515	女	0歲-4歲	661
10712	彰化縣	大村鄉	515	女	5歲-9歲	568
10712	彰化縣	大村鄉	515	女	10歲-14歲	564
10712	彰化縣	大村鄉	515	女	15歲-19歲	880
10712	彰化縣	大村鄉	515	女	20歲-24歲	1245
10712	彰化縣	大村鄉	515	女	25歲-29歲	1302
10712	彰化縣	大村鄉	515	女	30歲-34歲	1292
10712	彰化縣	大村鄉	515	女	35歲-39歲	1512
10712	彰化縣	大村鄉	515	女	40歲-44歲	1387
10712	彰化縣	大村鄉	515	女	45歲-49歲	1183
10712	彰化縣	大村鄉	515	女	50歲-54歲	1335
10712	彰化縣	大村鄉	515	女	55歲-59歲	1403
10712	彰化縣	大村鄉	515	女	60歲-64歲	1254
10712	彰化縣	大村鄉	515	女	65歲-69歲	938
10712	彰化縣	大村鄉	515	女	70歲-74歲	542
10712	彰化縣	大村鄉	515	女	75歲-79歲	476
10712	彰化縣	大村鄉	515	女	80歲以上	966
10712	彰化縣	彰化市	500	男	0歲-4歲	4188
10712	彰化縣	彰化市	500	男	5歲-9歲	5551
10712	彰化縣	彰化市	500	男	10歲-14歲	6008
10712	彰化縣	彰化市	500	男	15歲-19歲	7112
10712	彰化縣	彰化市	500	男	20歲-24歲	7881
10712	彰化縣	彰化市	500	男	25歲-29歲	8024
10712	彰化縣	彰化市	500	男	30歲-34歲	8215
10712	彰化縣	彰化市	500	男	35歲-39歲	9140
10712	彰化縣	彰化市	500	男	40歲-44歲	9012
10712	彰化縣	彰化市	500	男	45歲-49歲	7674
10712	彰化縣	彰化市	500	男	50歲-54歲	7591
10712	彰化縣	彰化市	500	男	55歲-59歲	7723
10712	彰化縣	彰化市	500	男	60歲-64歲	7472
10712	彰化縣	彰化市	500	男	65歲-69歲	6440
10712	彰化縣	彰化市	500	男	70歲-74歲	3670
10712	彰化縣	彰化市	500	男	75歲-79歲	2780
10712	彰化縣	彰化市	500	男	80歲以上	3590
10712	彰化縣	彰化市	500	女	0歲-4歲	3868
10712	彰化縣	彰化市	500	女	5歲-9歲	5117
10712	彰化縣	彰化市	500	女	10歲-14歲	5483
10712	彰化縣	彰化市	500	女	15歲-19歲	6283
10712	彰化縣	彰化市	500	女	20歲-24歲	7025
10712	彰化縣	彰化市	500	女	25歲-29歲	7531
10712	彰化縣	彰化市	500	女	30歲-34歲	7547
10712	彰化縣	彰化市	500	女	35歲-39歲	9384
10712	彰化縣	彰化市	500	女	40歲-44歲	9710
10712	彰化縣	彰化市	500	女	45歲-49歲	8494
10712	彰化縣	彰化市	500	女	50歲-54歲	8261
10712	彰化縣	彰化市	500	女	55歲-59歲	8733
10712	彰化縣	彰化市	500	女	60歲-64歲	8082
10712	彰化縣	彰化市	500	女	65歲-69歲	7040
10712	彰化縣	彰化市	500	女	70歲-74歲	4209
10712	彰化縣	彰化市	500	女	75歲-79歲	3345
10712	彰化縣	彰化市	500	女	80歲以上	5201
10712	彰化縣	永靖鄉	512	男	0歲-4歲	590
10712	彰化縣	永靖鄉	512	男	5歲-9歲	690
10712	彰化縣	永靖鄉	512	男	10歲-14歲	873
10712	彰化縣	永靖鄉	512	男	15歲-19歲	1079
10712	彰化縣	永靖鄉	512	男	20歲-24歲	1281
10712	彰化縣	永靖鄉	512	男	25歲-29歲	1359
10712	彰化縣	永靖鄉	512	男	30歲-34歲	1390
10712	彰化縣	永靖鄉	512	男	35歲-39歲	1567
10712	彰化縣	永靖鄉	512	男	40歲-44歲	1570
10712	彰化縣	永靖鄉	512	男	45歲-49歲	1286
10712	彰化縣	永靖鄉	512	男	50歲-54歲	1479
10712	彰化縣	永靖鄉	512	男	55歲-59歲	1456
10712	彰化縣	永靖鄉	512	男	60歲-64歲	1324
10712	彰化縣	永靖鄉	512	男	65歲-69歲	1031
10712	彰化縣	永靖鄉	512	男	70歲-74歲	594
10712	彰化縣	永靖鄉	512	男	75歲-79歲	499
10712	彰化縣	永靖鄉	512	男	80歲以上	701
10712	彰化縣	永靖鄉	512	女	0歲-4歲	528
10712	彰化縣	永靖鄉	512	女	5歲-9歲	637
10712	彰化縣	永靖鄉	512	女	10歲-14歲	704
10712	彰化縣	永靖鄉	512	女	15歲-19歲	1019
10712	彰化縣	永靖鄉	512	女	20歲-24歲	1163
10712	彰化縣	永靖鄉	512	女	25歲-29歲	1188
10712	彰化縣	永靖鄉	512	女	30歲-34歲	1248
10712	彰化縣	永靖鄉	512	女	35歲-39歲	1461
10712	彰化縣	永靖鄉	512	女	40歲-44歲	1275
10712	彰化縣	永靖鄉	512	女	45歲-49歲	1183
10712	彰化縣	永靖鄉	512	女	50歲-54歲	1289
10712	彰化縣	永靖鄉	512	女	55歲-59歲	1310
10712	彰化縣	永靖鄉	512	女	60歲-64歲	1237
10712	彰化縣	永靖鄉	512	女	65歲-69歲	1031
10712	彰化縣	永靖鄉	512	女	70歲-74歲	638
10712	彰化縣	永靖鄉	512	女	75歲-79歲	577
10712	彰化縣	永靖鄉	512	女	80歲以上	1030
10712	彰化縣	溪州鄉	524	男	0歲-4歲	469
10712	彰化縣	溪州鄉	524	男	5歲-9歲	453
10712	彰化縣	溪州鄉	524	男	10歲-14歲	586
10712	彰化縣	溪州鄉	524	男	15歲-19歲	907
10712	彰化縣	溪州鄉	524	男	20歲-24歲	931
10712	彰化縣	溪州鄉	524	男	25歲-29歲	949
10712	彰化縣	溪州鄉	524	男	30歲-34歲	987
10712	彰化縣	溪州鄉	524	男	35歲-39歲	1202
10712	彰化縣	溪州鄉	524	男	40歲-44歲	1247
10712	彰化縣	溪州鄉	524	男	45歲-49歲	1092
10712	彰化縣	溪州鄉	524	男	50歲-54歲	1227
10712	彰化縣	溪州鄉	524	男	55歲-59歲	1253
10712	彰化縣	溪州鄉	524	男	60歲-64歲	1063
10712	彰化縣	溪州鄉	524	男	65歲-69歲	982
10712	彰化縣	溪州鄉	524	男	70歲-74歲	614
10712	彰化縣	溪州鄉	524	男	75歲-79歲	550
10712	彰化縣	溪州鄉	524	男	80歲以上	732
10712	彰化縣	溪州鄉	524	女	0歲-4歲	428
10712	彰化縣	溪州鄉	524	女	5歲-9歲	435
10712	彰化縣	溪州鄉	524	女	10歲-14歲	528
10712	彰化縣	溪州鄉	524	女	15歲-19歲	843
10712	彰化縣	溪州鄉	524	女	20歲-24歲	925
10712	彰化縣	溪州鄉	524	女	25歲-29歲	873
10712	彰化縣	溪州鄉	524	女	30歲-34歲	881
10712	彰化縣	溪州鄉	524	女	35歲-39歲	1092
10712	彰化縣	溪州鄉	524	女	40歲-44歲	1051
10712	彰化縣	溪州鄉	524	女	45歲-49歲	897
10712	彰化縣	溪州鄉	524	女	50歲-54歲	918
10712	彰化縣	溪州鄉	524	女	55歲-59歲	981
10712	彰化縣	溪州鄉	524	女	60歲-64歲	888
10712	彰化縣	溪州鄉	524	女	65歲-69歲	846
10712	彰化縣	溪州鄉	524	女	70歲-74歲	654
10712	彰化縣	溪州鄉	524	女	75歲-79歲	607
10712	彰化縣	溪州鄉	524	女	80歲以上	1154
10712	彰化縣	溪湖鎮	514	男	0歲-4歲	998
10712	彰化縣	溪湖鎮	514	男	5歲-9歲	1311
10712	彰化縣	溪湖鎮	514	男	10歲-14歲	1586
10712	彰化縣	溪湖鎮	514	男	15歲-19歲	1639
10712	彰化縣	溪湖鎮	514	男	20歲-24歲	1985
10712	彰化縣	溪湖鎮	514	男	25歲-29歲	2093
10712	彰化縣	溪湖鎮	514	男	30歲-34歲	2127
10712	彰化縣	溪湖鎮	514	男	35歲-39歲	2322
10712	彰化縣	溪湖鎮	514	男	40歲-44歲	2157
10712	彰化縣	溪湖鎮	514	男	45歲-49歲	1740
10712	彰化縣	溪湖鎮	514	男	50歲-54歲	1899
10712	彰化縣	溪湖鎮	514	男	55歲-59歲	2048
10712	彰化縣	溪湖鎮	514	男	60歲-64歲	1840
10712	彰化縣	溪湖鎮	514	男	65歲-69歲	1318
10712	彰化縣	溪湖鎮	514	男	70歲-74歲	803
10712	彰化縣	溪湖鎮	514	男	75歲-79歲	677
10712	彰化縣	溪湖鎮	514	男	80歲以上	881
10712	彰化縣	溪湖鎮	514	女	0歲-4歲	969
10712	彰化縣	溪湖鎮	514	女	5歲-9歲	1208
10712	彰化縣	溪湖鎮	514	女	10歲-14歲	1514
10712	彰化縣	溪湖鎮	514	女	15歲-19歲	1525
10712	彰化縣	溪湖鎮	514	女	20歲-24歲	1818
10712	彰化縣	溪湖鎮	514	女	25歲-29歲	1904
10712	彰化縣	溪湖鎮	514	女	30歲-34歲	1953
10712	彰化縣	溪湖鎮	514	女	35歲-39歲	2201
10712	彰化縣	溪湖鎮	514	女	40歲-44歲	1980
10712	彰化縣	溪湖鎮	514	女	45歲-49歲	1740
10712	彰化縣	溪湖鎮	514	女	50歲-54歲	1882
10712	彰化縣	溪湖鎮	514	女	55歲-59歲	1944
10712	彰化縣	溪湖鎮	514	女	60歲-64歲	1800
10712	彰化縣	溪湖鎮	514	女	65歲-69歲	1345
10712	彰化縣	溪湖鎮	514	女	70歲-74歲	873
10712	彰化縣	溪湖鎮	514	女	75歲-79歲	776
10712	彰化縣	溪湖鎮	514	女	80歲以上	1449
10712	彰化縣	田中鎮	520	男	0歲-4歲	656
10712	彰化縣	田中鎮	520	男	5歲-9歲	747
10712	彰化縣	田中鎮	520	男	10歲-14歲	905
10712	彰化縣	田中鎮	520	男	15歲-19歲	1163
10712	彰化縣	田中鎮	520	男	20歲-24歲	1300
10712	彰化縣	田中鎮	520	男	25歲-29歲	1514
10712	彰化縣	田中鎮	520	男	30歲-34歲	1468
10712	彰化縣	田中鎮	520	男	35歲-39歲	1676
10712	彰化縣	田中鎮	520	男	40歲-44歲	1647
10712	彰化縣	田中鎮	520	男	45歲-49歲	1375
10712	彰化縣	田中鎮	520	男	50歲-54歲	1645
10712	彰化縣	田中鎮	520	男	55歲-59歲	1601
10712	彰化縣	田中鎮	520	男	60歲-64歲	1437
10712	彰化縣	田中鎮	520	男	65歲-69歲	1257
10712	彰化縣	田中鎮	520	男	70歲-74歲	763
10712	彰化縣	田中鎮	520	男	75歲-79歲	716
10712	彰化縣	田中鎮	520	男	80歲以上	1068
10712	彰化縣	田中鎮	520	女	0歲-4歲	554
10712	彰化縣	田中鎮	520	女	5歲-9歲	663
10712	彰化縣	田中鎮	520	女	10歲-14歲	782
10712	彰化縣	田中鎮	520	女	15歲-19歲	1051
10712	彰化縣	田中鎮	520	女	20歲-24歲	1281
10712	彰化縣	田中鎮	520	女	25歲-29歲	1358
10712	彰化縣	田中鎮	520	女	30歲-34歲	1319
10712	彰化縣	田中鎮	520	女	35歲-39歲	1549
10712	彰化縣	田中鎮	520	女	40歲-44歲	1430
10712	彰化縣	田中鎮	520	女	45歲-49歲	1326
10712	彰化縣	田中鎮	520	女	50歲-54歲	1420
10712	彰化縣	田中鎮	520	女	55歲-59歲	1556
10712	彰化縣	田中鎮	520	女	60歲-64歲	1403
10712	彰化縣	田中鎮	520	女	65歲-69歲	1217
10712	彰化縣	田中鎮	520	女	70歲-74歲	849
10712	彰化縣	田中鎮	520	女	75歲-79歲	745
10712	彰化縣	田中鎮	520	女	80歲以上	1229
10712	彰化縣	田尾鄉	522	男	0歲-4歲	426
10712	彰化縣	田尾鄉	522	男	5歲-9歲	496
10712	彰化縣	田尾鄉	522	男	10歲-14歲	583
10712	彰化縣	田尾鄉	522	男	15歲-19歲	796
10712	彰化縣	田尾鄉	522	男	20歲-24歲	980
10712	彰化縣	田尾鄉	522	男	25歲-29歲	1005
10712	彰化縣	田尾鄉	522	男	30歲-34歲	965
10712	彰化縣	田尾鄉	522	男	35歲-39歲	1027
10712	彰化縣	田尾鄉	522	男	40歲-44歲	1053
10712	彰化縣	田尾鄉	522	男	45歲-49歲	1014
10712	彰化縣	田尾鄉	522	男	50歲-54歲	1117
10712	彰化縣	田尾鄉	522	男	55歲-59歲	1143
10712	彰化縣	田尾鄉	522	男	60歲-64歲	931
10712	彰化縣	田尾鄉	522	男	65歲-69歲	730
10712	彰化縣	田尾鄉	522	男	70歲-74歲	470
10712	彰化縣	田尾鄉	522	男	75歲-79歲	450
10712	彰化縣	田尾鄉	522	男	80歲以上	598
10712	彰化縣	田尾鄉	522	女	0歲-4歲	427
10712	彰化縣	田尾鄉	522	女	5歲-9歲	449
10712	彰化縣	田尾鄉	522	女	10歲-14歲	490
10712	彰化縣	田尾鄉	522	女	15歲-19歲	762
10712	彰化縣	田尾鄉	522	女	20歲-24歲	961
10712	彰化縣	田尾鄉	522	女	25歲-29歲	911
10712	彰化縣	田尾鄉	522	女	30歲-34歲	927
10712	彰化縣	田尾鄉	522	女	35歲-39歲	960
10712	彰化縣	田尾鄉	522	女	40歲-44歲	998
10712	彰化縣	田尾鄉	522	女	45歲-49歲	915
10712	彰化縣	田尾鄉	522	女	50歲-54歲	942
10712	彰化縣	田尾鄉	522	女	55歲-59歲	964
10712	彰化縣	田尾鄉	522	女	60歲-64歲	816
10712	彰化縣	田尾鄉	522	女	65歲-69歲	677
10712	彰化縣	田尾鄉	522	女	70歲-74歲	448
10712	彰化縣	田尾鄉	522	女	75歲-79歲	453
10712	彰化縣	田尾鄉	522	女	80歲以上	927
10712	彰化縣	社頭鄉	511	男	0歲-4歲	751
10712	彰化縣	社頭鄉	511	男	5歲-9歲	810
10712	彰化縣	社頭鄉	511	男	10歲-14歲	888
10712	彰化縣	社頭鄉	511	男	15歲-19歲	1206
10712	彰化縣	社頭鄉	511	男	20歲-24歲	1485
10712	彰化縣	社頭鄉	511	男	25歲-29歲	1614
10712	彰化縣	社頭鄉	511	男	30歲-34歲	1620
10712	彰化縣	社頭鄉	511	男	35歲-39歲	1791
10712	彰化縣	社頭鄉	511	男	40歲-44歲	1693
10712	彰化縣	社頭鄉	511	男	45歲-49歲	1519
10712	彰化縣	社頭鄉	511	男	50歲-54歲	1613
10712	彰化縣	社頭鄉	511	男	55歲-59歲	1804
10712	彰化縣	社頭鄉	511	男	60歲-64歲	1510
10712	彰化縣	社頭鄉	511	男	65歲-69歲	1231
10712	彰化縣	社頭鄉	511	男	70歲-74歲	696
10712	彰化縣	社頭鄉	511	男	75歲-79歲	590
10712	彰化縣	社頭鄉	511	男	80歲以上	837
10712	彰化縣	社頭鄉	511	女	0歲-4歲	751
10712	彰化縣	社頭鄉	511	女	5歲-9歲	723
10712	彰化縣	社頭鄉	511	女	10歲-14歲	755
10712	彰化縣	社頭鄉	511	女	15歲-19歲	1122
10712	彰化縣	社頭鄉	511	女	20歲-24歲	1390
10712	彰化縣	社頭鄉	511	女	25歲-29歲	1473
10712	彰化縣	社頭鄉	511	女	30歲-34歲	1437
10712	彰化縣	社頭鄉	511	女	35歲-39歲	1672
10712	彰化縣	社頭鄉	511	女	40歲-44歲	1532
10712	彰化縣	社頭鄉	511	女	45歲-49歲	1356
10712	彰化縣	社頭鄉	511	女	50歲-54歲	1470
10712	彰化縣	社頭鄉	511	女	55歲-59歲	1586
10712	彰化縣	社頭鄉	511	女	60歲-64歲	1405
10712	彰化縣	社頭鄉	511	女	65歲-69歲	1204
10712	彰化縣	社頭鄉	511	女	70歲-74歲	702
10712	彰化縣	社頭鄉	511	女	75歲-79歲	661
10712	彰化縣	社頭鄉	511	女	80歲以上	1192
10712	彰化縣	福興鄉	506	男	0歲-4歲	889
10712	彰化縣	福興鄉	506	男	5歲-9歲	827
10712	彰化縣	福興鄉	506	男	10歲-14歲	1007
10712	彰化縣	福興鄉	506	男	15歲-19歲	1382
10712	彰化縣	福興鄉	506	男	20歲-24歲	1720
10712	彰化縣	福興鄉	506	男	25歲-29歲	1829
10712	彰化縣	福興鄉	506	男	30歲-34歲	1901
10712	彰化縣	福興鄉	506	男	35歲-39歲	2147
10712	彰化縣	福興鄉	506	男	40歲-44歲	1894
10712	彰化縣	福興鄉	506	男	45歲-49歲	1651
10712	彰化縣	福興鄉	506	男	50歲-54歲	1790
10712	彰化縣	福興鄉	506	男	55歲-59歲	1936
10712	彰化縣	福興鄉	506	男	60歲-64歲	1632
10712	彰化縣	福興鄉	506	男	65歲-69歲	1219
10712	彰化縣	福興鄉	506	男	70歲-74歲	716
10712	彰化縣	福興鄉	506	男	75歲-79歲	620
10712	彰化縣	福興鄉	506	男	80歲以上	889
10712	彰化縣	福興鄉	506	女	0歲-4歲	776
10712	彰化縣	福興鄉	506	女	5歲-9歲	797
10712	彰化縣	福興鄉	506	女	10歲-14歲	881
10712	彰化縣	福興鄉	506	女	15歲-19歲	1245
10712	彰化縣	福興鄉	506	女	20歲-24歲	1564
10712	彰化縣	福興鄉	506	女	25歲-29歲	1700
10712	彰化縣	福興鄉	506	女	30歲-34歲	1664
10712	彰化縣	福興鄉	506	女	35歲-39歲	1841
10712	彰化縣	福興鄉	506	女	40歲-44歲	1612
10712	彰化縣	福興鄉	506	女	45歲-49歲	1449
10712	彰化縣	福興鄉	506	女	50歲-54歲	1588
10712	彰化縣	福興鄉	506	女	55歲-59歲	1628
10712	彰化縣	福興鄉	506	女	60歲-64歲	1517
10712	彰化縣	福興鄉	506	女	65歲-69歲	1125
10712	彰化縣	福興鄉	506	女	70歲-74歲	713
10712	彰化縣	福興鄉	506	女	75歲-79歲	723
10712	彰化縣	福興鄉	506	女	80歲以上	1324
10712	彰化縣	秀水鄉	504	男	0歲-4歲	770
10712	彰化縣	秀水鄉	504	男	5歲-9歲	866
10712	彰化縣	秀水鄉	504	男	10歲-14歲	973
10712	彰化縣	秀水鄉	504	男	15歲-19歲	1177
10712	彰化縣	秀水鄉	504	男	20歲-24歲	1437
10712	彰化縣	秀水鄉	504	男	25歲-29歲	1528
10712	彰化縣	秀水鄉	504	男	30歲-34歲	1562
10712	彰化縣	秀水鄉	504	男	35歲-39歲	1669
10712	彰化縣	秀水鄉	504	男	40歲-44歲	1598
10712	彰化縣	秀水鄉	504	男	45歲-49歲	1285
